name,category,price_range,estado,texto_recomendacao_limpo
divina pizza,pizza,cheap,go,divina pizza pizza cheap go
recanto da tilapia,peixes,cheapest,df,recanto da tilapia peixes cheapest df
king tortinhas,salgados,cheapest,sp,king tortinhas salgados cheapest sp
prime burger´s,lanches,cheapest,sp,prime burger s lanches cheapest sp
açaí pérola do norte,açaí,cheapest,pa,acai perola do norte acai cheapest pa
da maria alimentos artesanais,lanches,cheapest,sc,da maria alimentos artesanais lanches cheapest sc
r.m refeicoes e variedades,brasileira,cheapest,rj,r m refeicoes e variedades brasileira cheapest rj
café donuts - vila clementino,cafeteria,cheapest,sp,cafe donuts vila clementino cafeteria cheapest sp
ka's lanches,lanches,cheapest,sc,ka s lanches lanches cheapest sc
cia do bolo,doces & bolos,cheapest,pa,cia do bolo doces bolos cheapest pa
edami sushi delivery,japonesa,most_expensive,sc,edami sushi delivery japonesa most expensive sc
pupy frango frango assado,contemporânea,cheap,sp,pupy frango frango assado contemporanea cheap sp
do jeitinho cheff,brasileira,cheapest,sp,do jeitinho cheff brasileira cheapest sp
sid gelatería gourmet,açaí,cheapest,mg,sid gelateria gourmet acai cheapest mg
churraskin,carnes,cheapest,sp,churraskin carnes cheapest sp
rn queijos e doces de minas,cafeteria,cheapest,sp,rn queijos e doces de minas cafeteria cheapest sp
pono poke,lanches,cheapest,rj,pono poke lanches cheapest rj
yakisoba leks,chinesa,cheapest,ba,yakisoba leks chinesa cheapest ba
grill food delivery,xis,cheapest,sc,grill food delivery xis cheapest sc
oishi sushi fast,japonesa,cheapest,sp,oishi sushi fast japonesa cheapest sp
dubai burguer delivery,brasileira,cheapest,rj,dubai burguer delivery brasileira cheapest rj
bar que vida que buena,brasileira,cheapest,sp,bar que vida que buena brasileira cheapest sp
nutrirse,congelados,cheapest,ma,nutrirse congelados cheapest ma
pizzaria gelatus,pizza,moderate,mt,pizzaria gelatus pizza moderate mt
mr. cheney cookies - mato grosso,doces & bolos,moderate,mt,mr cheney cookies mato grosso doces bolos moderate mt
amazone açaí shop,açaí,cheap,sp,amazone acai shop acai cheap sp
biscotto pasticceria,doces & bolos,cheapest,mg,biscotto pasticceria doces bolos cheapest mg
asa branca,brasileira,moderate,pe,asa branca brasileira moderate pe
pizzaria delivery,pizza,expensive,df,pizzaria delivery pizza expensive df
paris 6 vila da serra,contemporânea,most_expensive,mg,paris 6 vila da serra contemporanea most expensive mg
lima açaí 06,açaí,cheapest,rj,lima acai 06 acai cheapest rj
suprema grill,carnes,most_expensive,pr,suprema grill carnes most expensive pr
bolo da silvia,doces & bolos,cheapest,rj,bolo da silvia doces bolos cheapest rj
necca burger & pastel,lanches,cheapest,mg,necca burger pastel lanches cheapest mg
o rei do prensadão carioca 2,lanches,cheapest,pe,o rei do prensadao carioca 2 lanches cheapest pe
milklandia curitiba,doces & bolos,expensive,pr,milklandia curitiba doces bolos expensive pr
bubblekill - parque shopping maia,bebidas,cheap,sp,bubblekill parque shopping maia bebidas cheap sp
pa restaurante,marmita,cheapest,sp,pa restaurante marmita cheapest sp
nostra casa restaurante e pizzaria,brasileira,cheapest,sp,nostra casa restaurante e pizzaria brasileira cheapest sp
mic cake & cia,doces & bolos,cheapest,rj,mic cake cia doces bolos cheapest rj
churrascaria sabor gaúcho,carnes,most_expensive,es,churrascaria sabor gaucho carnes most expensive es
pede sushi,japonesa,moderate,se,pede sushi japonesa moderate se
m&s pasteis,pastel,cheapest,sp,m s pasteis pastel cheapest sp
taurus restaurante gourmet,lanches,cheapest,mt,taurus restaurante gourmet lanches cheapest mt
kero pizza restaurante jacarepagua,pizza,cheap,rj,kero pizza restaurante jacarepagua pizza cheap rj
caldos da mari,sopas & caldos,cheapest,sp,caldos da mari sopas caldos cheapest sp
she burguer,lanches,cheapest,sp,she burguer lanches cheapest sp
fúria lanches,lanches,cheapest,sp,furia lanches lanches cheapest sp
caipirinha das galáxias,bebidas,cheapest,pr,caipirinha das galaxias bebidas cheapest pr
carol bebidas,bebidas,cheapest,sp,carol bebidas bebidas cheapest sp
recanto da porção,lanches,cheapest,sp,recanto da porcao lanches cheapest sp
quitandas da lú,pizza,cheapest,go,quitandas da lu pizza cheapest go
hot dog now,lanches,cheapest,sp,hot dog now lanches cheapest sp
hd pizza,pizza,moderate,pe,hd pizza pizza moderate pe
yakisoba da praça,chinesa,cheap,rj,yakisoba da praca chinesa cheap rj
sabor do paraíso,lanches,cheap,sp,sabor do paraiso lanches cheap sp
robertinho refeições,brasileira,cheapest,rj,robertinho refeicoes brasileira cheapest rj
armazém 350,lanches,moderate,rs,armazem 350 lanches moderate rs
famiglia reis magos - tirol,pizza,moderate,rn,famiglia reis magos tirol pizza moderate rn
dona gina salgados,salgados,cheapest,al,dona gina salgados salgados cheapest al
jhones burguer delivery,lanches,cheapest,sc,jhones burguer delivery lanches cheapest sc
tabadega gea,brasileira,cheapest,sp,tabadega gea brasileira cheapest sp
burguiles,hambúrguer,most_expensive,ba,burguiles hamburguer most expensive ba
temaki no copo,japonesa,cheapest,ba,temaki no copo japonesa cheapest ba
cleo silva doce festa,doces & bolos,cheapest,mg,cleo silva doce festa doces bolos cheapest mg
silva doces®,doces & bolos,cheap,sp,silva doces doces bolos cheap sp
new york burguer e assados,lanches,moderate,pr,new york burguer e assados lanches moderate pr
spoleto cachoeiro,italiana,cheapest,es,spoleto cachoeiro italiana cheapest es
salim lanches,lanches,cheap,sp,salim lanches lanches cheap sp
tapioca marissol,brasileira,cheapest,al,tapioca marissol brasileira cheapest al
surreal doces,doces & bolos,cheapest,es,surreal doces doces bolos cheapest es
master chef sabores,lanches,cheapest,rs,master chef sabores lanches cheapest rs
siri cascudo,frutos do mar,cheapest,pe,siri cascudo frutos do mar cheapest pe
portoxicano,mexicana,expensive,rs,portoxicano mexicana expensive rs
ags pasteis,pastel,cheapest,sp,ags pasteis pastel cheapest sp
girassol,brasileira,cheapest,se,girassol brasileira cheapest se
coxinha 1000 grau,brasileira,cheapest,sp,coxinha 1000 grau brasileira cheapest sp
comida d´ bistrô,brasileira,cheapest,sp,comida d bistro brasileira cheapest sp
lino lanches,lanches,cheap,sp,lino lanches lanches cheap sp
nakashima,japonesa,most_expensive,sp,nakashima japonesa most expensive sp
supermarket - redentor,mercado,cheapest,rj,supermarket redentor mercado cheapest rj
wwr espetos,brasileira,cheapest,sp,wwr espetos brasileira cheapest sp
gorda lanches,lanches,cheapest,sp,gorda lanches lanches cheapest sp
brownie do luiz,doces & bolos,expensive,rj,brownie do luiz doces bolos expensive rj
corleone pizzaria pré-assada,pizza,cheapest,sp,corleone pizzaria pre assada pizza cheapest sp
mas que pizza,pizza,cheapest,sp,mas que pizza pizza cheapest sp
sos hango,salgados,cheapest,pr,sos hango salgados cheapest pr
mafagafos bolos e lanches,lanches,cheapest,rr,mafagafos bolos e lanches lanches cheapest rr
g&g lanches,açaí,cheapest,sp,g g lanches acai cheapest sp
aconchego dos nogueiras,lanches,cheapest,rj,aconchego dos nogueiras lanches cheapest rj
kzro delivery,brasileira,cheapest,go,kzro delivery brasileira cheapest go
mk delivery,lanches,cheapest,ma,mk delivery lanches cheapest ma
madrinha restaurante e rotisserie,brasileira,cheapest,sp,madrinha restaurante e rotisserie brasileira cheapest sp
malu pizzas brotinhos delivery,pizza,cheapest,pr,malu pizzas brotinhos delivery pizza cheapest pr
montana express - buriti shopping,brasileira,moderate,go,montana express buriti shopping brasileira moderate go
quiche mania,francesa,cheapest,rj,quiche mania francesa cheapest rj
supermercado nosso bairro,mercado,cheapest,sp,supermercado nosso bairro mercado cheapest sp
pesqueiro veneza,peixes,cheapest,sp,pesqueiro veneza peixes cheapest sp
zé pastel,pastel,cheapest,rj,ze pastel pastel cheapest rj
serve-bem delivery,marmita,cheapest,ba,serve bem delivery marmita cheapest ba
xará,lanches,moderate,rj,xara lanches moderate rj
marmitaria da hora,brasileira,cheapest,ce,marmitaria da hora brasileira cheapest ce
maria brigadeiro,doces & bolos,cheapest,go,maria brigadeiro doces bolos cheapest go
bora de doce?,doces & bolos,cheapest,mg,bora de doce doces bolos cheapest mg
pizza tonka,pizza,expensive,df,pizza tonka pizza expensive df
fouet doceria artesanal,doces & bolos,cheapest,es,fouet doceria artesanal doces bolos cheapest es
restaurante tia gê,brasileira,cheap,pr,restaurante tia ge brasileira cheap pr
sweet lulu,doces & bolos,cheapest,pr,sweet lulu doces bolos cheapest pr
madri delivery restaurante,brasileira,cheapest,sp,madri delivery restaurante brasileira cheapest sp
sos açai e lanchonete,açaí,cheapest,se,sos acai e lanchonete acai cheapest se
avenida's lanches,lanches,moderate,sp,avenida s lanches lanches moderate sp
chocolatto,lanches,cheapest,rs,chocolatto lanches cheapest rs
pizza delivery.com,pizza,moderate,rj,pizza delivery com pizza moderate rj
kaseirinhos doces,doces & bolos,cheapest,sp,kaseirinhos doces doces bolos cheapest sp
du cheff burguer delivery,lanches,cheapest,sp,du cheff burguer delivery lanches cheapest sp
empadas e empadões isadora,salgados,cheapest,sc,empadas e empadoes isadora salgados cheapest sc
titto's pizzaria e hamburgueria,lanches,cheap,es,titto s pizzaria e hamburgueria lanches cheap es
rico pizzaria delivery,pizza,expensive,sc,rico pizzaria delivery pizza expensive sc
pizzaria manggiare,pizza,most_expensive,rs,pizzaria manggiare pizza most expensive rs
pizzaria quero mais,pizza,cheapest,sp,pizzaria quero mais pizza cheapest sp
lê lê gourmet,doces & bolos,cheapest,pr,le le gourmet doces bolos cheapest pr
cantinho do macarrão,lanches,cheapest,ce,cantinho do macarrao lanches cheapest ce
ki delicia delivery manaus,brasileira,cheapest,am,ki delicia delivery manaus brasileira cheapest am
marmitex da diva,marmita,cheapest,sp,marmitex da diva marmita cheapest sp
dona rê restaurante,brasileira,cheap,pr,dona re restaurante brasileira cheap pr
pizzaria bella klabin,variada,cheap,sp,pizzaria bella klabin variada cheap sp
tadashi sushi parque 10,japonesa,cheapest,am,tadashi sushi parque 10 japonesa cheapest am
vinho express,bebidas,expensive,sp,vinho express bebidas expensive sp
fridas burguer,lanches,moderate,sp,fridas burguer lanches moderate sp
r & r doces,doces & bolos,cheapest,sp,r r doces doces bolos cheapest sp
adega desmantelo,bebidas,cheapest,sp,adega desmantelo bebidas cheapest sp
musical burger,lanches,cheapest,sp,musical burger lanches cheapest sp
hambúrgueria ribeiro,lanches,cheapest,am,hamburgueria ribeiro lanches cheapest am
delizie arte & pasta,italiana,cheapest,sp,delizie arte pasta italiana cheapest sp
mr. mix sorvetes,lanches,cheap,ap,mr mix sorvetes lanches cheap ap
bugg lanches,brasileira,cheap,rs,bugg lanches brasileira cheap rs
granfinno alimentos,vegetariana,cheapest,mg,granfinno alimentos vegetariana cheapest mg
fritos fábrica de salgados,brasileira,cheapest,sp,fritos fabrica de salgados brasileira cheapest sp
burger house,lanches,cheapest,sp,burger house lanches cheapest sp
jow steaks,lanches,cheapest,rs,jow steaks lanches cheapest rs
delícias da nani,brasileira,cheapest,rj,delicias da nani brasileira cheapest rj
feijão de corda vila joaniza,brasileira,moderate,sp,feijao de corda vila joaniza brasileira moderate sp
restaurante sorelle sabor,brasileira,cheapest,sp,restaurante sorelle sabor brasileira cheapest sp
bar do ari,brasileira,cheapest,sp,bar do ari brasileira cheapest sp
cara melada,doces & bolos,cheapest,sp,cara melada doces bolos cheapest sp
d'cakee refeições e cia,marmita,cheapest,go,d cakee refeicoes e cia marmita cheapest go
pastelaria da mana,pastel,cheapest,rs,pastelaria da mana pastel cheapest rs
brownie da jessy,doces & bolos,cheapest,ba,brownie da jessy doces bolos cheapest ba
di eva,pizza,most_expensive,rj,di eva pizza most expensive rj
polaco hot dog,cozinha rápida,cheapest,sc,polaco hot dog cozinha rapida cheapest sc
point do dg,brasileira,cheapest,sp,point do dg brasileira cheapest sp
bolinho bombom doces artesanais,doces & bolos,cheapest,am,bolinho bombom doces artesanais doces bolos cheapest am
cantina da nena pizzaria,pizza,cheapest,go,cantina da nena pizzaria pizza cheapest go
hakuna batata,brasileira,moderate,mg,hakuna batata brasileira moderate mg
delicias da vila,doces & bolos,cheapest,sp,delicias da vila doces bolos cheapest sp
roccablend,bebidas,cheapest,pr,roccablend bebidas cheapest pr
star diner,lanches,cheapest,sp,star diner lanches cheapest sp
donald lanches,lanches,cheapest,pr,donald lanches lanches cheapest pr
inkazza sushi e pratos combinados,japonesa,cheapest,rn,inkazza sushi e pratos combinados japonesa cheapest rn
cocobis,cafeteria,moderate,pi,cocobis cafeteria moderate pi
señorita cocina mexicana,mexicana,cheapest,ba,senorita cocina mexicana mexicana cheapest ba
pastelaria rosa de saron,pastel,cheapest,ba,pastelaria rosa de saron pastel cheapest ba
duda doçura,doces & bolos,cheapest,sp,duda docura doces bolos cheapest sp
expresso dos lanches,pastel,cheapest,se,expresso dos lanches pastel cheapest se
restaurante e choperia beira rio,brasileira,cheapest,mg,restaurante e choperia beira rio brasileira cheapest mg
pradeiro hambúrguer artesanais,lanches,moderate,sp,pradeiro hamburguer artesanais lanches moderate sp
condimel,bebidas,cheapest,sp,condimel bebidas cheapest sp
planalto delivery refeiçoes e lanches,brasileira,cheapest,rj,planalto delivery refeicoes e lanches brasileira cheapest rj
bom di tamy,doces & bolos,cheapest,ce,bom di tamy doces bolos cheapest ce
aurora pizza,pizza,cheapest,es,aurora pizza pizza cheapest es
delicias da nanny,marmita,cheapest,rs,delicias da nanny marmita cheapest rs
outback - shopping iguatemi esplanada,lanches,most_expensive,sp,outback shopping iguatemi esplanada lanches most expensive sp
hora do lanche,lanches,cheapest,sp,hora do lanche lanches cheapest sp
restaurante le petit,hambúrguer,cheap,es,restaurante le petit hamburguer cheap es
delicia de bolo,doces & bolos,cheapest,rn,delicia de bolo doces bolos cheapest rn
the fresh prince of burger,lanches,cheapest,sp,the fresh prince of burger lanches cheapest sp
quality meal,brasileira,cheapest,sp,quality meal brasileira cheapest sp
açaí do cariri,açaí,cheapest,rn,acai do cariri acai cheapest rn
pizza d'italiani,pizza,cheapest,rs,pizza d italiani pizza cheapest rs
armazém montebello,bebidas,cheapest,sp,armazem montebello bebidas cheapest sp
tamasmoke,carnes,cheapest,sp,tamasmoke carnes cheapest sp
fábrica de bolo & delicias,doces & bolos,cheapest,ac,fabrica de bolo delicias doces bolos cheapest ac
mestre-cervejeiro bh,bebidas,cheapest,mg,mestre cervejeiro bh bebidas cheapest mg
bolshoi pub,hambúrguer,cheapest,go,bolshoi pub hamburguer cheapest go
casa dos salgados,salgados,cheapest,sp,casa dos salgados salgados cheapest sp
empório da pizza,pizza,cheapest,mg,emporio da pizza pizza cheapest mg
grand cafe,cafeteria,cheapest,ba,grand cafe cafeteria cheapest ba
point do açaí,açaí,cheap,sc,point do acai acai cheap sc
sr burguer,lanches,cheap,sc,sr burguer lanches cheap sc
moreira`s burger,lanches,cheapest,sp,moreira s burger lanches cheapest sp
jmrostie,salgados,cheapest,sp,jmrostie salgados cheapest sp
bolinho caipira,brasileira,cheapest,sp,bolinho caipira brasileira cheapest sp
chapa quente lanches & açai,lanches,cheapest,sp,chapa quente lanches acai lanches cheapest sp
k delicia buffet,salgados,cheapest,go,k delicia buffet salgados cheapest go
delicias da andreia,doces & bolos,cheapest,es,delicias da andreia doces bolos cheapest es
misterangô,marmita,cheapest,sp,misterango marmita cheapest sp
durei gelados,sorvetes,cheapest,rj,durei gelados sorvetes cheapest rj
paula´s salgados,salgados,cheapest,sp,paula s salgados salgados cheapest sp
restaurante copo sujo,brasileira,cheapest,sp,restaurante copo sujo brasileira cheapest sp
substância gastronomia light,congelados,cheapest,sp,substancia gastronomia light congelados cheapest sp
teddy churrasco & refeições,brasileira,cheapest,rj,teddy churrasco refeicoes brasileira cheapest rj
js lanches & variedades,lanches,cheapest,sp,js lanches variedades lanches cheapest sp
petit de lo,lanches,cheapest,pe,petit de lo lanches cheapest pe
tribu’s,lanches,cheapest,pi,tribus lanches cheapest pi
shark blue búrguer,lanches,cheapest,sp,shark blue burguer lanches cheapest sp
