name,category,price_range,estado,texto_recomendacao_limpo
costa love - burguer e resenha,lanches,cheapest,sp,costa love burguer e resenha lanches cheapest sp
cozinha paulista,marmita,cheapest,sp,cozinha paulista marmita cheapest sp
blota café e restaurante,brasileira,cheapest,sp,blota cafe e restaurante brasileira cheapest sp
restaurante d'rossi grill,brasileira,cheap,pa,restaurante d rossi grill brasileira cheap pa
empório dona tereza | comida de buteco,brasileira,cheapest,mg,emporio dona tereza comida de buteco brasileira cheapest mg
café du coin - 2,cafeteria,cheap,pr,cafe du coin 2 cafeteria cheap pr
batata top,lanches,cheapest,ac,batata top lanches cheapest ac
a taberna adega de bebidas,bebidas,expensive,sp,a taberna adega de bebidas bebidas expensive sp
sorveteria & acaiteria gelabom - c.nova,açaí,cheapest,mg,sorveteria acaiteria gelabom c nova acai cheapest mg
sirius burgers,lanches,cheapest,sp,sirius burgers lanches cheapest sp
mr. cities - hot dog gourmet,lanches,cheapest,sp,mr cities hot dog gourmet lanches cheapest sp
bolo sertanejo,doces & bolos,cheapest,sp,bolo sertanejo doces bolos cheapest sp
dom caseiro restaurante,brasileira,cheapest,mt,dom caseiro restaurante brasileira cheapest mt
"imperio burguer, combo, petisco e batata",lanches,cheapest,rj,imperio burguer combo petisco e batata lanches cheapest rj
joao burgue o abencoado,lanches,cheapest,pe,joao burgue o abencoado lanches cheapest pe
strogolover,brasileira,cheapest,sp,strogolover brasileira cheapest sp
massas e doces sabores,cozinha rápida,cheapest,rj,massas e doces sabores cozinha rapida cheapest rj
brenda bakery,cafeteria,cheapest,pr,brenda bakery cafeteria cheapest pr
mr. léo,lanches,cheapest,am,mr leo lanches cheapest am
acuarela caldos & empadões,lanches,cheap,rj,acuarela caldos empadoes lanches cheap rj
pomodoro pizzaria delivery,pizza,cheapest,sc,pomodoro pizzaria delivery pizza cheapest sc
lanchonete da vila vale,lanches,cheapest,sp,lanchonete da vila vale lanches cheapest sp
restaurante bom dia,marmita,cheapest,rs,restaurante bom dia marmita cheapest rs
frango na brasa e churrasco,carnes,moderate,es,frango na brasa e churrasco carnes moderate es
stop atlântico hamburgueria e petiscaria,lanches,moderate,sc,stop atlantico hamburgueria e petiscaria lanches moderate sc
sorveteria sabor do verão,sorvetes,cheapest,mg,sorveteria sabor do verao sorvetes cheapest mg
lanchonete meu tempero -,lanches,cheapest,rs,lanchonete meu tempero lanches cheapest rs
madagascar potato,lanches,cheapest,sp,madagascar potato lanches cheapest sp
comeway,lanches,moderate,rn,comeway lanches moderate rn
point da pizza,pizza,moderate,sp,point da pizza pizza moderate sp
dia supermercado - sezefredo fag,mercado,moderate,sp,dia supermercado sezefredo fag mercado moderate sp
terral refeições e burguers,brasileira,expensive,sp,terral refeicoes e burguers brasileira expensive sp
resenha's pub,brasileira,cheapest,rj,resenha s pub brasileira cheapest rj
fit in box,saudável,cheapest,sp,fit in box saudavel cheapest sp
nagaoka sushi,japonesa,expensive,sp,nagaoka sushi japonesa expensive sp
burger 52,lanches,moderate,sp,burger 52 lanches moderate sp
la bella massa pizzaria delivery,pizza,cheapest,mg,la bella massa pizzaria delivery pizza cheapest mg
padaria karla,padaria,cheapest,rn,padaria karla padaria cheapest rn
tudo de batata,lanches,cheapest,mg,tudo de batata lanches cheapest mg
la casa de pizza delivery,pizza,cheap,pr,la casa de pizza delivery pizza cheap pr
galeto do penteado junior,marmita,cheap,pe,galeto do penteado junior marmita cheap pe
cremosinha batata recheada,brasileira,cheapest,ms,cremosinha batata recheada brasileira cheapest ms
sorvetes natuice penha,sorvetes,cheapest,sp,sorvetes natuice penha sorvetes cheapest sp
big box salgaderia,salgados,cheapest,sp,big box salgaderia salgados cheapest sp
victória restaurante e lanchonete,marmita,moderate,sp,victoria restaurante e lanchonete marmita moderate sp
escandinavos burger,lanches,cheapest,ac,escandinavos burger lanches cheapest ac
delicias nos potes,doces & bolos,cheap,rj,delicias nos potes doces bolos cheap rj
minas in box,brasileira,cheapest,mg,minas in box brasileira cheapest mg
divinus pizza express,pizza,moderate,ce,divinus pizza express pizza moderate ce
i love pizza - delivery,variada,cheapest,ce,i love pizza delivery variada cheapest ce
pit stop saborear,variada,cheapest,pe,pit stop saborear variada cheapest pe
sd refeicoes,brasileira,cheapest,ce,sd refeicoes brasileira cheapest ce
delicias do dia,lanches,cheapest,rj,delicias do dia lanches cheapest rj
catarina comercio de combustiveis ltda,mercado,cheapest,sc,catarina comercio de combustiveis ltda mercado cheapest sc
duhkan hamburgueria,lanches,cheapest,sp,duhkan hamburgueria lanches cheapest sp
kayzô sushi,japonesa,cheapest,sp,kayzo sushi japonesa cheapest sp
quebrada burguer,lanches,cheapest,rj,quebrada burguer lanches cheapest rj
cake no pote,doces & bolos,cheapest,ce,cake no pote doces bolos cheapest ce
gb show de bola,bebidas,moderate,rs,gb show de bola bebidas moderate rs
natália lobo confeitaria artesanal,doces & bolos,cheapest,ba,natalia lobo confeitaria artesanal doces bolos cheapest ba
cleilson sabores especiais,italiana,moderate,rj,cleilson sabores especiais italiana moderate rj
paulotonny brasil,doces & bolos,cheap,rj,paulotonny brasil doces bolos cheap rj
churraskito,brasileira,cheapest,mt,churraskito brasileira cheapest mt
octa,japonesa,cheapest,se,octa japonesa cheapest se
armazem do juca,brasileira,cheapest,go,armazem do juca brasileira cheapest go
engenharia gourmet,marmita,cheapest,es,engenharia gourmet marmita cheapest es
barraca tia catia,lanches,cheapest,es,barraca tia catia lanches cheapest es
adega2cunhados,bebidas,cheapest,sp,adega2cunhados bebidas cheapest sp
yasaí gourmet,açaí,cheapest,sp,yasai gourmet acai cheapest sp
skina sabor,brasileira,cheapest,sp,skina sabor brasileira cheapest sp
johnny rockets - jockey plaza shopping,lanches,most_expensive,pr,johnny rockets jockey plaza shopping lanches most expensive pr
lotus tabacaria e conveniência,conveniência,cheapest,pr,lotus tabacaria e conveniencia conveniencia cheapest pr
katsuo sushi a 1 real - comida japonesa,japonesa,moderate,sp,katsuo sushi a 1 real comida japonesa japonesa moderate sp
sabor em pote,brasileira,cheapest,ms,sabor em pote brasileira cheapest ms
bull & pork,lanches,cheapest,ma,bull pork lanches cheapest ma
marmitex da maria,brasileira,cheapest,es,marmitex da maria brasileira cheapest es
brotinho mania - la gustosa,pizza,moderate,pr,brotinho mania la gustosa pizza moderate pr
kika lanches,lanches,cheap,ba,kika lanches lanches cheap ba
quero lanches,lanches,moderate,rj,quero lanches lanches moderate rj
mercado e panificadora jardim das flores,mercado,cheapest,rn,mercado e panificadora jardim das flores mercado cheapest rn
sabores gourmet,saudável,cheapest,pi,sabores gourmet saudavel cheapest pi
cacau nobre,doces & bolos,cheapest,ma,cacau nobre doces bolos cheapest ma
capixaba massas,brasileira,cheapest,es,capixaba massas brasileira cheapest es
"pizzaria brasilia todas pizza r$ 24,99",pizza,cheapest,sp,pizzaria brasilia todas pizza r 24 99 pizza cheapest sp
donna batata,brasileira,cheapest,sp,donna batata brasileira cheapest sp
pão de queijo luciana,lanches,cheapest,mg,pao de queijo luciana lanches cheapest mg
pretinho basico cafeteria,marmita,cheapest,sc,pretinho basico cafeteria marmita cheapest sc
alternativa saladeria,saudável,cheapest,mg,alternativa saladeria saudavel cheapest mg
delícias no pote,lanches,expensive,es,delicias no pote lanches expensive es
snack faizao,brasileira,cheapest,sp,snack faizao brasileira cheapest sp
trufas limeira,doces & bolos,cheapest,sp,trufas limeira doces bolos cheapest sp
d'lonardi pizzaria pizza pré- assada,pizza,cheapest,mg,d lonardi pizzaria pizza pre assada pizza cheapest mg
dilala pães,padaria,cheapest,sp,dilala paes padaria cheapest sp
pizza do galli,pizza,cheapest,rj,pizza do galli pizza cheapest rj
pizzaria frança,pizza,cheapest,mg,pizzaria franca pizza cheapest mg
br quitutes,cozinha rápida,cheapest,sp,br quitutes cozinha rapida cheapest sp
lanchonete limoeiro,mercado,cheapest,pe,lanchonete limoeiro mercado cheapest pe
pizza em casa,pizza,cheapest,mg,pizza em casa pizza cheapest mg
space chicken,brasileira,cheapest,rj,space chicken brasileira cheapest rj
brenicius pizza,pizza,cheapest,rj,brenicius pizza pizza cheapest rj
bocada burguer artesanal,lanches,cheapest,mg,bocada burguer artesanal lanches cheapest mg
cão veio tatuapé,lanches,expensive,sp,cao veio tatuape lanches expensive sp
tele carinho cestas e cia,cafeteria,cheapest,sp,tele carinho cestas e cia cafeteria cheapest sp
rafa lanches,açaí,cheapest,mg,rafa lanches acai cheapest mg
tapioca da tia graça,doces & bolos,cheapest,al,tapioca da tia graca doces bolos cheapest al
021 pizza delivery,pizza,cheap,ma,021 pizza delivery pizza cheap ma
burg house,lanches,cheapest,ba,burg house lanches cheapest ba
delicias do acai,brasileira,cheapest,sp,delicias do acai brasileira cheapest sp
sr & sra batata - batataria delivery,lanches,cheap,sp,sr sra batata batataria delivery lanches cheap sp
lanchonete k' delicia,lanches,cheapest,es,lanchonete k delicia lanches cheapest es
black trunk brasil,lanches,most_expensive,sp,black trunk brasil lanches most expensive sp
saúde no copo,saudável,moderate,rs,saude no copo saudavel moderate rs
general store bebidas,bebidas,cheapest,sc,general store bebidas bebidas cheapest sc
blackpot,francesa,most_expensive,sc,blackpot francesa most expensive sc
betinho lanches e refeições,lanches,cheapest,am,betinho lanches e refeicoes lanches cheapest am
magogas lanches,lanches,cheapest,sp,magogas lanches lanches cheapest sp
pizza hot delivery,pizza,cheapest,rs,pizza hot delivery pizza cheapest rs
dubrasas,lanches,cheapest,rj,dubrasas lanches cheapest rj
pallazzo pizzaria,pizza,moderate,df,pallazzo pizzaria pizza moderate df
759 lounge bar,carnes,cheapest,sc,759 lounge bar carnes cheapest sc
essência massas e salgados,salgados,cheapest,sp,essencia massas e salgados salgados cheapest sp
doce petit,cafeteria,cheapest,mg,doce petit cafeteria cheapest mg
restaurante delicias do chefinho,brasileira,cheapest,sp,restaurante delicias do chefinho brasileira cheapest sp
parada rj,lanches,cheapest,rj,parada rj lanches cheapest rj
donatilia delícias caseira,brasileira,cheapest,sp,donatilia delicias caseira brasileira cheapest sp
the fish - perdizes,japonesa,most_expensive,sp,the fish perdizes japonesa most expensive sp
biere baguette,lanches,moderate,rs,biere baguette lanches moderate rs
vivalatempero marmitaria,marmita,cheapest,sp,vivalatempero marmitaria marmita cheapest sp
espetaria do coruja,carnes,moderate,sp,espetaria do coruja carnes moderate sp
altas horas bebidas,bebidas,cheapest,pr,altas horas bebidas bebidas cheapest pr
bordas de ouro,pizza,moderate,am,bordas de ouro pizza moderate am
costela no bafo do neto,carnes,moderate,pe,costela no bafo do neto carnes moderate pe
depósito beer delivery,bebidas,moderate,rj,deposito beer delivery bebidas moderate rj
kadu churros,doces & bolos,cheap,sp,kadu churros doces bolos cheap sp
casa da pizza - interlagos,pizza,most_expensive,sp,casa da pizza interlagos pizza most expensive sp
kibon sorveteria - aracaju,sorvetes,cheapest,se,kibon sorveteria aracaju sorvetes cheapest se
baré sushi bar,japonesa,most_expensive,sc,bare sushi bar japonesa most expensive sc
delicious gourmet brownieria artesanal,doces & bolos,cheap,rj,delicious gourmet brownieria artesanal doces bolos cheap rj
frango na brasa camisa 10,carnes,cheapest,rj,frango na brasa camisa 10 carnes cheapest rj
açaí mk,açaí,cheapest,es,acai mk acai cheapest es
t maki club,japonesa,most_expensive,rj,t maki club japonesa most expensive rj
prince burguer empresarial,lanches,cheapest,sp,prince burguer empresarial lanches cheapest sp
authentic burguer,lanches,cheapest,pr,authentic burguer lanches cheapest pr
pizzaria della benn,pizza,moderate,sp,pizzaria della benn pizza moderate sp
tahin pinheiros,árabe,most_expensive,sp,tahin pinheiros arabe most expensive sp
cantinho da gula,pizza,cheapest,sp,cantinho da gula pizza cheapest sp
zeca restaurante e café,brasileira,cheapest,sp,zeca restaurante e cafe brasileira cheapest sp
joão delivery,bebidas,cheapest,sp,joao delivery bebidas cheapest sp
bistrô da mainha,brasileira,cheapest,go,bistro da mainha brasileira cheapest go
vidativa restaurante jl,brasileira,cheapest,pr,vidativa restaurante jl brasileira cheapest pr
feito em casa ( salgados & doces ),salgados,cheapest,rj,feito em casa salgados doces salgados cheapest rj
botellón bistrô,mexicana,cheapest,rs,botellon bistro mexicana cheapest rs
tria gourmet fitness,saudável,moderate,rs,tria gourmet fitness saudavel moderate rs
restaurante dallo,brasileira,cheapest,sc,restaurante dallo brasileira cheapest sc
sellva cozinha afetiva,saudável,cheap,sp,sellva cozinha afetiva saudavel cheap sp
pizzaria recanto,pizza,cheap,rs,pizzaria recanto pizza cheap rs
o reino das pizzas,pizza,moderate,rj,o reino das pizzas pizza moderate rj
delicia's barcas de fritas,lanches,cheapest,sp,delicia s barcas de fritas lanches cheapest sp
pizzaria ideal - vila santa catarina,pizza,moderate,sp,pizzaria ideal vila santa catarina pizza moderate sp
lr expresso pizza,pizza,cheapest,pe,lr expresso pizza pizza cheapest pe
aquarione,brasileira,cheapest,pa,aquarione brasileira cheapest pa
donna marmita,brasileira,cheapest,rj,donna marmita brasileira cheapest rj
imperio churrasburguer,lanches,cheapest,al,imperio churrasburguer lanches cheapest al
casagrande lanches & açaí 😋,lanches,cheap,rs,casagrande lanches acai lanches cheap rs
top! churros gourmet & happy hour,lanches,cheap,rs,top churros gourmet happy hour lanches cheap rs
fish n' grill zero 13,lanches,cheapest,sp,fish n grill zero 13 lanches cheapest sp
brasa no asfalto,lanches,cheapest,rs,brasa no asfalto lanches cheapest rs
churrasquinho da cleusa,carnes,cheapest,mg,churrasquinho da cleusa carnes cheapest mg
bunker beer pub,lanches,moderate,pr,bunker beer pub lanches moderate pr
boteco ouro fino,brasileira,cheapest,rj,boteco ouro fino brasileira cheapest rj
mochuara grill,brasileira,cheapest,es,mochuara grill brasileira cheapest es
ghost® delivery 02 - ipiranga,bebidas,cheap,sp,ghost delivery 02 ipiranga bebidas cheap sp
soulrio pizzas & massas,pizza,cheapest,rj,soulrio pizzas massas pizza cheapest rj
parada certa,brasileira,cheapest,rj,parada certa brasileira cheapest rj
tutti pizza celso garcia,pizza,expensive,sp,tutti pizza celso garcia pizza expensive sp
prati gatô,lanches,cheap,sp,prati gato lanches cheap sp
divino geladinho gourmet,sorvetes,cheapest,ba,divino geladinho gourmet sorvetes cheapest ba
temperos da márcia (comida caseira),brasileira,cheapest,rj,temperos da marcia comida caseira brasileira cheapest rj
restaurante cheiro verde,brasileira,cheapest,mg,restaurante cheiro verde brasileira cheapest mg
pepper pizzas,pizza,cheapest,go,pepper pizzas pizza cheapest go
açaí cogo,açaí,cheapest,sp,acai cogo acai cheapest sp
quintal burger bar,bebidas,moderate,sp,quintal burger bar bebidas moderate sp
marinho’s chocolateria,doces & bolos,cheapest,am,marinhos chocolateria doces bolos cheapest am
hamburgueria ventimbora,lanches,cheapest,pa,hamburgueria ventimbora lanches cheapest pa
classic burguer,lanches,cheapest,rj,classic burguer lanches cheapest rj
garagem gourmet,marmita,cheapest,rj,garagem gourmet marmita cheapest rj
restaurante sol de verão,brasileira,cheapest,go,restaurante sol de verao brasileira cheapest go
big lanche,brasileira,cheapest,mg,big lanche brasileira cheapest mg
raiz lanches,lanches,cheapest,sp,raiz lanches lanches cheapest sp
m bakery doces,doces & bolos,cheapest,pr,m bakery doces doces bolos cheapest pr
crazy racer burger,lanches,moderate,rj,crazy racer burger lanches moderate rj
quentinhas bom sabor,marmita,cheapest,rj,quentinhas bom sabor marmita cheapest rj
frigideira da nordestina,brasileira,cheapest,rn,frigideira da nordestina brasileira cheapest rn
dfc dolfinho fried chicken,frangos,cheapest,sc,dfc dolfinho fried chicken frangos cheapest sc
bolos do pretinho,doces & bolos,cheapest,rj,bolos do pretinho doces bolos cheapest rj
nutri sabor congelados,congelados,cheapest,sp,nutri sabor congelados congelados cheapest sp
d:tokio aruja,japonesa,moderate,sp,d tokio aruja japonesa moderate sp
doceria d'ana,doces & bolos,cheapest,go,doceria d ana doces bolos cheapest go
bellô pizzaria,pizza,cheapest,sp,bello pizzaria pizza cheapest sp
cat candy doceria & confeitaria,doces & bolos,cheapest,mg,cat candy doceria confeitaria doces bolos cheapest mg
a melhor do mundo pizzaria,pizza,moderate,df,a melhor do mundo pizzaria pizza moderate df
polyana lanches,lanches,cheapest,rj,polyana lanches lanches cheapest rj
embrasou churrasco delivery,brasileira,moderate,rj,embrasou churrasco delivery brasileira moderate rj
bom sabor delivery,pizza,cheapest,sp,bom sabor delivery pizza cheapest sp
nêga do pai,pizza,cheapest,pe,nega do pai pizza cheapest pe
gato lerdo marmitaria,marmita,cheapest,sp,gato lerdo marmitaria marmita cheapest sp
mr. cheney cookies - pátio paulista,doces & bolos,cheap,sp,mr cheney cookies patio paulista doces bolos cheap sp
big food pastelaria katysuk,brasileira,cheapest,am,big food pastelaria katysuk brasileira cheapest am
iantorno cafeteria e açaiteria,açaí,cheapest,es,iantorno cafeteria e acaiteria acai cheapest es
açai da naay,açaí,cheapest,ce,acai da naay acai cheapest ce
universo batatas,lanches,cheapest,mg,universo batatas lanches cheapest mg
piatto di felicità,variada,cheapest,sp,piatto di felicita variada cheapest sp
batata carioca,lanches,cheapest,se,batata carioca lanches cheapest se
casa do neno,brasileira,cheapest,pe,casa do neno brasileira cheapest pe
pac-lanche,lanches,cheapest,rj,pac lanche lanches cheapest rj
point dos amigos lanches e marmitex,marmita,cheapest,sp,point dos amigos lanches e marmitex marmita cheapest sp
paulistinha gourmet,lanches,moderate,mt,paulistinha gourmet lanches moderate mt
marmitex do lilo,marmita,cheapest,sp,marmitex do lilo marmita cheapest sp
cutelo delivery,brasileira,cheapest,mg,cutelo delivery brasileira cheapest mg
sabor e vida rotisseria e laticinios,mercado,cheapest,sp,sabor e vida rotisseria e laticinios mercado cheapest sp
pães da vila,marmita,cheapest,sp,paes da vila marmita cheapest sp
val's pizzas e lanches,pizza,cheap,sp,val s pizzas e lanches pizza cheap sp
cioccolato,sorvetes,moderate,se,cioccolato sorvetes moderate se
bello açai,açaí,cheapest,sp,bello acai acai cheapest sp
point do açai,açaí,cheapest,pe,point do acai acai cheapest pe
sal e brasa joquei,carnes,cheap,ce,sal e brasa joquei carnes cheap ce
choconinarj,doces & bolos,cheapest,rj,choconinarj doces bolos cheapest rj
de bolos chocolateria,doces & bolos,cheapest,rs,de bolos chocolateria doces bolos cheapest rs
bom baião mineiro,marmita,cheap,sp,bom baiao mineiro marmita cheap sp
pizzaria jatobá,pizza,moderate,sp,pizzaria jatoba pizza moderate sp
marmitas da dry,marmita,cheapest,sp,marmitas da dry marmita cheapest sp
d&d é retrô,lanches,cheapest,rj,d d e retro lanches cheapest rj
por amor,salgados,cheapest,go,por amor salgados cheapest go
bburguer,lanches,cheapest,mg,bburguer lanches cheapest mg
meu querido sabor,doces & bolos,cheapest,rj,meu querido sabor doces bolos cheapest rj
kunai sushi,japonesa,moderate,rj,kunai sushi japonesa moderate rj
quiosque brasileiro,marmita,cheapest,sp,quiosque brasileiro marmita cheapest sp
alexandrinus padaria e marmitaria,brasileira,cheapest,mt,alexandrinus padaria e marmitaria brasileira cheapest mt
du bom express,carnes,cheapest,rj,du bom express carnes cheapest rj
recanto de la penha,lanches,moderate,sp,recanto de la penha lanches moderate sp
the burguer of war,lanches,cheapest,pa,the burguer of war lanches cheapest pa
pizzaria califórnia,brasileira,cheap,pe,pizzaria california brasileira cheap pe
made in rose,doces & bolos,cheapest,sp,made in rose doces bolos cheapest sp
ampm - via expressa,conveniência,cheapest,pr,ampm via expressa conveniencia cheapest pr
hb food,marmita,cheapest,sp,hb food marmita cheapest sp
saborear doces e cestas,doces & bolos,cheapest,sp,saborear doces e cestas doces bolos cheapest sp
rei do salgado monte mor,salgados,cheapest,sp,rei do salgado monte mor salgados cheapest sp
cantinho do lanche,brasileira,cheapest,sc,cantinho do lanche brasileira cheapest sc
pastéis do didi,pastel,cheapest,rs,pasteis do didi pastel cheapest rs
mad dog gourmet,brasileira,cheapest,rj,mad dog gourmet brasileira cheapest rj
fml lanches,lanches,cheapest,rj,fml lanches lanches cheapest rj
supermercado nagumo - pires do rio,mercado,moderate,sp,supermercado nagumo pires do rio mercado moderate sp
delícias da pril's,lanches,cheapest,pe,delicias da pril s lanches cheapest pe
bom pedaço pizzaria vila nery,pizza,moderate,sp,bom pedaco pizzaria vila nery pizza moderate sp
imperador fast food,salgados,cheapest,sp,imperador fast food salgados cheapest sp
ama bistro,brasileira,cheapest,sc,ama bistro brasileira cheapest sc
comidas da greice,brasileira,cheapest,mg,comidas da greice brasileira cheapest mg
tempeiro do interior,brasileira,cheapest,se,tempeiro do interior brasileira cheapest se
kiburger,lanches,moderate,pr,kiburger lanches moderate pr
habib's congelados - tremembé i,mercado,cheapest,sp,habib s congelados tremembe i mercado cheapest sp
brito pin burguer,lanches,cheap,mg,brito pin burguer lanches cheap mg
low burguers,hambúrguer,cheapest,sp,low burguers hamburguer cheapest sp
san carneiro,lanches,cheapest,sc,san carneiro lanches cheapest sc
bianca comércio de alimentos,doces & bolos,cheapest,sp,bianca comercio de alimentos doces bolos cheapest sp
lanches.com,brasileira,cheap,rj,lanches com brasileira cheap rj
petiscando delivery,lanches,moderate,rj,petiscando delivery lanches moderate rj
brasileirinho delivery - vila leopoldina,brasileira,moderate,sp,brasileirinho delivery vila leopoldina brasileira moderate sp
hoffmann's burguer,lanches,cheapest,mg,hoffmann s burguer lanches cheapest mg
los angeles buguer,lanches,cheapest,sp,los angeles buguer lanches cheapest sp
açai da lorena,açaí,cheapest,es,acai da lorena acai cheapest es
petiscaria tudo de bom,brasileira,cheapest,rj,petiscaria tudo de bom brasileira cheapest rj
lanchonete carioca,pizza,cheap,rj,lanchonete carioca pizza cheap rj
tinana caldos e quentinhas,brasileira,cheapest,rj,tinana caldos e quentinhas brasileira cheapest rj
restaurante senzala,brasileira,cheapest,mg,restaurante senzala brasileira cheapest mg
delícias da toty lanches,lanches,cheapest,rj,delicias da toty lanches lanches cheapest rj
a sob medida,saudável,cheapest,sp,a sob medida saudavel cheapest sp
medialuna | sabores argentinos,argentina,cheapest,pr,medialuna sabores argentinos argentina cheapest pr
stuffed potato nh ⭐⭐⭐⭐⭐,lanches,cheapest,rs,stuffed potato nh lanches cheapest rs
empada da ruba,salgados,cheapest,sp,empada da ruba salgados cheapest sp
ray- jiin 1 real a peça,japonesa,expensive,sp,ray jiin 1 real a peca japonesa expensive sp
bl lanches,lanches,cheapest,sp,bl lanches lanches cheapest sp
panda burguer,lanches,cheapest,sp,panda burguer lanches cheapest sp
barão hand sushi,japonesa,cheapest,sp,barao hand sushi japonesa cheapest sp
dany cake sabory e cia,lanches,cheapest,sp,dany cake sabory e cia lanches cheapest sp
el chavo's burger,lanches,cheap,ce,el chavo s burger lanches cheap ce
vaca louca,doces & bolos,cheap,pe,vaca louca doces bolos cheap pe
rex pizzas e esfirras,pizza,cheapest,rj,rex pizzas e esfirras pizza cheapest rj
tabacadega do cabeça,bebidas,cheapest,sp,tabacadega do cabeca bebidas cheapest sp
vem de polpa - sempre viva,saudável,cheapest,ba,vem de polpa sempre viva saudavel cheapest ba
carioca art burguer,hambúrguer,cheapest,rj,carioca art burguer hamburguer cheapest rj
edna restaurante e café,brasileira,cheapest,sc,edna restaurante e cafe brasileira cheapest sc
tobo sushibar,japonesa,cheap,pr,tobo sushibar japonesa cheap pr
delícias do biel,doces & bolos,cheapest,rj,delicias do biel doces bolos cheapest rj
valentino restaurante,brasileira,moderate,rs,valentino restaurante brasileira moderate rs
monkey burguer,brasileira,cheapest,al,monkey burguer brasileira cheapest al
galeteria pingão saudável e churrasco,brasileira,expensive,ma,galeteria pingao saudavel e churrasco brasileira expensive ma
restaurante galo quente,brasileira,cheapest,sp,restaurante galo quente brasileira cheapest sp
hamburgueria burger bar,lanches,cheapest,sc,hamburgueria burger bar lanches cheapest sc
pão de ouro,padaria,moderate,sp,pao de ouro padaria moderate sp
burguer na brasa delivery,brasileira,cheapest,ms,burguer na brasa delivery brasileira cheapest ms
amiti pizzas,pizza,expensive,mg,amiti pizzas pizza expensive mg
rei do sushi,japonesa,cheapest,go,rei do sushi japonesa cheapest go
doce momento confeitaria artesanal,doces & bolos,cheapest,sp,doce momento confeitaria artesanal doces bolos cheapest sp
pastel family,pastel,cheapest,sp,pastel family pastel cheapest sp
my own burger,hambúrguer,moderate,rs,my own burger hamburguer moderate rs
4 brothers hamburguers e cervejas,lanches,cheapest,pr,4 brothers hamburguers e cervejas lanches cheapest pr
rb fábrica de salgados,salgados,cheapest,sp,rb fabrica de salgados salgados cheapest sp
carlota confeitaria,lanches,cheapest,mg,carlota confeitaria lanches cheapest mg
kisabor - comida caseira,brasileira,cheapest,mg,kisabor comida caseira brasileira cheapest mg
zi tereza di napoli,italiana,most_expensive,sp,zi tereza di napoli italiana most expensive sp
bretz saudáveis,conveniência,cheapest,mg,bretz saudaveis conveniencia cheapest mg
american burger,lanches,moderate,pa,american burger lanches moderate pa
sabor gourmet,brasileira,cheapest,ce,sabor gourmet brasileira cheapest ce
delivery da hora,brasileira,cheapest,pr,delivery da hora brasileira cheapest pr
chen's sushi=1 real,japonesa,expensive,sc,chen s sushi 1 real japonesa expensive sc
pizzaria e esfiharia dyana ii,pizza,cheapest,sp,pizzaria e esfiharia dyana ii pizza cheapest sp
juca lanches,lanches,cheap,rj,juca lanches lanches cheap rj
churrasco grego e hambúrgueria kisabor,lanches,cheap,pe,churrasco grego e hamburgueria kisabor lanches cheap pe
big burguer,lanches,cheap,ba,big burguer lanches cheap ba
creperia da praia - canal 7,variada,expensive,sp,creperia da praia canal 7 variada expensive sp
darkside,contemporânea,moderate,rs,darkside contemporanea moderate rs
mega delivery burguer,açaí,cheapest,go,mega delivery burguer acai cheapest go
aloha açai,açaí,cheapest,pr,aloha acai acai cheapest pr
mais sabor quitandas e salgados,lanches,cheapest,mg,mais sabor quitandas e salgados lanches cheapest mg
express mercantil,bebidas,cheapest,sp,express mercantil bebidas cheapest sp
gostosão pasteis e petiscos,pastel,cheapest,go,gostosao pasteis e petiscos pastel cheapest go
restaurante chaminé,marmita,cheap,es,restaurante chamine marmita cheap es
marmitaria tempero caseiro,brasileira,cheapest,ms,marmitaria tempero caseiro brasileira cheapest ms
saidêra petiscaria,brasileira,cheapest,rj,saidera petiscaria brasileira cheapest rj
doce vida,doces & bolos,cheapest,pb,doce vida doces bolos cheapest pb
bar maktub,pizza,cheapest,ba,bar maktub pizza cheapest ba
bellas pizzas,pizza,cheapest,pa,bellas pizzas pizza cheapest pa
felicidade caseira delivery,brasileira,cheapest,sp,felicidade caseira delivery brasileira cheapest sp
j & p lanches,lanches,cheapest,rs,j p lanches lanches cheapest rs
bahia suplementos,saudável,cheapest,ba,bahia suplementos saudavel cheapest ba
colmeia do kinho,doces & bolos,cheapest,sp,colmeia do kinho doces bolos cheapest sp
makaii poke e sushi,japonesa,expensive,pr,makaii poke e sushi japonesa expensive pr
mahatma gourmet gastronomia vegetariana,saudável,expensive,pr,mahatma gourmet gastronomia vegetariana saudavel expensive pr
toca do lanche,lanches,moderate,rj,toca do lanche lanches moderate rj
jds geladinhos gourmet,sorvetes,cheapest,pr,jds geladinhos gourmet sorvetes cheapest pr
open bar drinks,bebidas,cheapest,sp,open bar drinks bebidas cheapest sp
el patrón,sorvetes,cheapest,sp,el patron sorvetes cheapest sp
tabacaria easy hookah,brasileira,cheapest,pr,tabacaria easy hookah brasileira cheapest pr
império drinks,bebidas,cheapest,sp,imperio drinks bebidas cheapest sp
krash burguer,lanches,cheapest,pr,krash burguer lanches cheapest pr
burger top oeste,lanches,cheapest,sp,burger top oeste lanches cheapest sp
recanto,variada,moderate,sp,recanto variada moderate sp
frutos de goiás savassi,açaí,cheap,mg,frutos de goias savassi acai cheap mg
arena bar e boteco,brasileira,cheapest,pr,arena bar e boteco brasileira cheapest pr
bocao lanches,lanches,moderate,rs,bocao lanches lanches moderate rs
