name,category,price_range,estado,texto_recomendacao_limpo
yoyo cakes confeitaria,doces & bolos,cheapest,sp,yoyo cakes confeitaria doces bolos cheapest sp
delicia´s & geladinhos gourmet,lanches,cheapest,sp,delicia s geladinhos gourmet lanches cheapest sp
donna pankelet’s,marmita,cheapest,sp,donna pankelets marmita cheapest sp
good dog,lanches,cheapest,sp,good dog lanches cheapest sp
brigaderia sweet day,doces & bolos,cheapest,sp,brigaderia sweet day doces bolos cheapest sp
rosa marsala gourmet,doces & bolos,cheapest,sp,rosa marsala gourmet doces bolos cheapest sp
miguelito's pastéis,pastel,cheapest,sp,miguelito s pasteis pastel cheapest sp
bella napolly pizzaria,pizza,cheapest,sp,bella napolly pizzaria pizza cheapest sp
delícias da nessa,doces & bolos,cheapest,sp,delicias da nessa doces bolos cheapest sp
pizzaria e esfiharia bella nonna 2,pizza,cheapest,sp,pizzaria e esfiharia bella nonna 2 pizza cheapest sp
take burguer,lanches,cheapest,sp,take burguer lanches cheapest sp
tasty burguer dl,lanches,cheapest,sp,tasty burguer dl lanches cheapest sp
le gourmet doces & salgados,salgados,cheapest,sp,le gourmet doces salgados salgados cheapest sp
comida fast,brasileira,cheapest,sp,comida fast brasileira cheapest sp
drica doces,doces & bolos,cheapest,sp,drica doces doces bolos cheapest sp
sandra lanches e combos,lanches,cheapest,sp,sandra lanches e combos lanches cheapest sp
smoke hookah tabacaria premium,bebidas,cheapest,sp,smoke hookah tabacaria premium bebidas cheapest sp
cantinho da loira,lanches,cheapest,sp,cantinho da loira lanches cheapest sp
the king of burger,lanches,cheapest,sp,the king of burger lanches cheapest sp
drika doces,doces & bolos,cheapest,sp,drika doces doces bolos cheapest sp
deliceria ubaldo,doces & bolos,cheapest,sp,deliceria ubaldo doces bolos cheapest sp
xapa quente,lanches,cheapest,sp,xapa quente lanches cheapest sp
mega cone,pizza,cheapest,sp,mega cone pizza cheapest sp
adega da villa e tabacaria,bebidas,cheapest,sp,adega da villa e tabacaria bebidas cheapest sp
pizzaria jk lanches,lanches,cheapest,sp,pizzaria jk lanches lanches cheapest sp
smith burguers,lanches,cheapest,sp,smith burguers lanches cheapest sp
restaurante marmitas da patrícia,marmita,cheapest,sp,restaurante marmitas da patricia marmita cheapest sp
du bronk's burguer,lanches,cheapest,sp,du bronk s burguer lanches cheapest sp
casa dadri sanduíches artesanais,lanches,cheapest,sp,casa dadri sanduiches artesanais lanches cheapest sp
doutor da grelha,lanches,cheapest,sp,doutor da grelha lanches cheapest sp
delícias da mih,doces & bolos,cheapest,sp,delicias da mih doces bolos cheapest sp
don corleone,italiana,cheapest,sp,don corleone italiana cheapest sp
kichocolates gi,doces & bolos,cheapest,sp,kichocolates gi doces bolos cheapest sp
churrasco e adega da hora,bebidas,cheapest,sp,churrasco e adega da hora bebidas cheapest sp
picolés,sorvetes,cheapest,sp,picoles sorvetes cheapest sp
bolos de pote claudia luiza,brasileira,cheapest,sp,bolos de pote claudia luiza brasileira cheapest sp
w.a espetinhos,brasileira,cheapest,sp,w a espetinhos brasileira cheapest sp
metrópole - espeto bar,lanches,cheapest,sp,metropole espeto bar lanches cheapest sp
bar-ba-branca chopp e petiscos,lanches,cheapest,sp,bar ba branca chopp e petiscos lanches cheapest sp
máfia burguer & cia,hambúrguer,cheapest,sp,mafia burguer cia hamburguer cheapest sp
sabores do reino doce,doces & bolos,cheapest,sp,sabores do reino doce doces bolos cheapest sp
hangar espetos,brasileira,cheapest,sp,hangar espetos brasileira cheapest sp
anathanoffee,doces & bolos,cheapest,sp,anathanoffee doces bolos cheapest sp
la fonseca empadas,salgados,cheapest,sp,la fonseca empadas salgados cheapest sp
cantinho do doce,doces & bolos,cheapest,sp,cantinho do doce doces bolos cheapest sp
pote d'ouro,doces & bolos,cheapest,sp,pote d ouro doces bolos cheapest sp
adega monster,bebidas,cheapest,sp,adega monster bebidas cheapest sp
wli burger,lanches,cheapest,sp,wli burger lanches cheapest sp
bestwich,lanches,cheapest,sp,bestwich lanches cheapest sp
val refeições,brasileira,cheapest,sp,val refeicoes brasileira cheapest sp
gods burguer,lanches,cheapest,sp,gods burguer lanches cheapest sp
mr brigadeiro,doces & bolos,cheapest,sp,mr brigadeiro doces bolos cheapest sp
eu hem que fome,marmita,cheapest,sp,eu hem que fome marmita cheapest sp
"tokio sushi 98 sushi 0,98 centavos",japonesa,cheapest,sp,tokio sushi 98 sushi 0 98 centavos japonesa cheapest sp
sonho de churros,doces & bolos,cheapest,sp,sonho de churros doces bolos cheapest sp
feijão de corda - guarulhos,marmita,cheapest,sp,feijao de corda guarulhos marmita cheapest sp
off burguer,lanches,cheapest,sp,off burguer lanches cheapest sp
delícias do pará,doces & bolos,cheapest,sp,delicias do para doces bolos cheapest sp
surtado burguer,lanches,cheapest,sp,surtado burguer lanches cheapest sp
adega da gago,bebidas,cheapest,sp,adega da gago bebidas cheapest sp
point da mel,marmita,cheapest,sp,point da mel marmita cheapest sp
salgados do madruga,salgados,cheapest,sp,salgados do madruga salgados cheapest sp
pizzaria pezzini,pizza,cheapest,sp,pizzaria pezzini pizza cheapest sp
morena tropicana frutaria,bebidas,cheapest,sp,morena tropicana frutaria bebidas cheapest sp
ex burguer jardim paulista,lanches,cheapest,sp,ex burguer jardim paulista lanches cheapest sp
avalanche de alegria,pastel,cheapest,sp,avalanche de alegria pastel cheapest sp
churras & talz delivery,carnes,cheapest,sp,churras talz delivery carnes cheapest sp
ateliê gatamia,doces & bolos,cheapest,sp,atelie gatamia doces bolos cheapest sp
batataria maluka,lanches,cheapest,sp,batataria maluka lanches cheapest sp
bar e tabacaria da tata,bebidas,cheapest,sp,bar e tabacaria da tata bebidas cheapest sp
pizzaria e esfiharia freitas,pizza,cheapest,sp,pizzaria e esfiharia freitas pizza cheapest sp
milk show guarulhos,sorvetes,cheapest,sp,milk show guarulhos sorvetes cheapest sp
r me japa in japa,japonesa,cheapest,sp,r me japa in japa japonesa cheapest sp
lua bolos,doces & bolos,cheapest,sp,lua bolos doces bolos cheapest sp
adega blackout & tabacaria,bebidas,cheapest,sp,adega blackout tabacaria bebidas cheapest sp
pizzaria ottima ideia,pizza,cheapest,sp,pizzaria ottima ideia pizza cheapest sp
hotdog da colega,lanches,cheapest,sp,hotdog da colega lanches cheapest sp
lelê massas,brasileira,cheapest,sp,lele massas brasileira cheapest sp
dom tempero,brasileira,cheapest,sp,dom tempero brasileira cheapest sp
la casa de comida,brasileira,cheapest,sp,la casa de comida brasileira cheapest sp
rog pizzas,pizza,cheapest,sp,rog pizzas pizza cheapest sp
boss burger,hambúrguer,cheapest,sp,boss burger hamburguer cheapest sp
stop snack,marmita,cheapest,sp,stop snack marmita cheapest sp
quero mais bolos caseiros,doces & bolos,cheapest,sp,quero mais bolos caseiros doces bolos cheapest sp
adega game over,bebidas,cheapest,sp,adega game over bebidas cheapest sp
lanches s & a,lanches,cheapest,sp,lanches s a lanches cheapest sp
emperio do lanche & cia,lanches,cheapest,sp,emperio do lanche cia lanches cheapest sp
hot show batata recheada,lanches,cheapest,sp,hot show batata recheada lanches cheapest sp
imperial salga&doces,japonesa,cheapest,sp,imperial salga doces japonesa cheapest sp
braseiro,marmita,cheapest,sp,braseiro marmita cheapest sp
amada de deus doces e salgados,doces & bolos,cheapest,sp,amada de deus doces e salgados doces bolos cheapest sp
foodhorse,lanches,cheapest,sp,foodhorse lanches cheapest sp
jó mini mercado,brasileira,cheapest,sp,jo mini mercado brasileira cheapest sp
ragazzo congelados - paulo faccini,mercado,cheapest,sp,ragazzo congelados paulo faccini mercado cheapest sp
santa terezinha burger,lanches,cheapest,sp,santa terezinha burger lanches cheapest sp
araújo cakes,doces & bolos,cheapest,sp,araujo cakes doces bolos cheapest sp
ja fit,saudável,cheapest,sp,ja fit saudavel cheapest sp
barba burguer delivery,lanches,cheapest,sp,barba burguer delivery lanches cheapest sp
f&b,doces & bolos,cheapest,sp,f b doces bolos cheapest sp
caseirus alimentos,bebidas,cheapest,sp,caseirus alimentos bebidas cheapest sp
jantinha do asinha (comida goiana),marmita,cheapest,sp,jantinha do asinha comida goiana marmita cheapest sp
rei dos lanches delivery,lanches,cheapest,sp,rei dos lanches delivery lanches cheapest sp
food of legends,tapioca,cheapest,sp,food of legends tapioca cheapest sp
explosão sorveteria,sorvetes,cheapest,sp,explosao sorveteria sorvetes cheapest sp
victory's burger,lanches,cheapest,sp,victory s burger lanches cheapest sp
pizzaria disk delícia,pizza,cheapest,sp,pizzaria disk delicia pizza cheapest sp
bolos divinos,doces & bolos,cheapest,sp,bolos divinos doces bolos cheapest sp
boney dog,lanches,cheapest,sp,boney dog lanches cheapest sp
azkaban - batataria e hotdog regionais,lanches,cheapest,sp,azkaban batataria e hotdog regionais lanches cheapest sp
pastéis da táta,pastel,cheapest,sp,pasteis da tata pastel cheapest sp
doces dociinhos,doces & bolos,cheapest,sp,doces dociinhos doces bolos cheapest sp
biroska mineira,brasileira,cheapest,sp,biroska mineira brasileira cheapest sp
candy lara,doces & bolos,cheapest,sp,candy lara doces bolos cheapest sp
rrangus delivery,marmita,cheapest,sp,rrangus delivery marmita cheapest sp
boca doce doceria,doces & bolos,cheapest,sp,boca doce doceria doces bolos cheapest sp
pizzaria pano's,pizza,cheapest,sp,pizzaria pano s pizza cheapest sp
frança lanchonete,lanches,cheapest,sp,franca lanchonete lanches cheapest sp
tokos rancho e restaurante,brasileira,cheapest,sp,tokos rancho e restaurante brasileira cheapest sp
ap burguer,lanches,cheapest,sp,ap burguer lanches cheapest sp
antojitos rusticos,brasileira,cheapest,sp,antojitos rusticos brasileira cheapest sp
super potato batatas recheadas,lanches,cheapest,sp,super potato batatas recheadas lanches cheapest sp
sabor & mel confeitaria artesanal,doces & bolos,cheapest,sp,sabor mel confeitaria artesanal doces bolos cheapest sp
doces gourmet,brasileira,cheapest,sp,doces gourmet brasileira cheapest sp
tata batata,lanches,cheapest,sp,tata batata lanches cheapest sp
mike love bebidas artesanais,bebidas,cheapest,sp,mike love bebidas artesanais bebidas cheapest sp
herika rak doces e salgados,salgados,cheapest,sp,herika rak doces e salgados salgados cheapest sp
bolos e doces bároco,doces & bolos,cheapest,sp,bolos e doces baroco doces bolos cheapest sp
bia'gourmet,brasileira,cheapest,sp,bia gourmet brasileira cheapest sp
nunes rstaurante bar,brasileira,cheapest,sp,nunes rstaurante bar brasileira cheapest sp
espetinho do jamaica,brasileira,cheapest,sp,espetinho do jamaica brasileira cheapest sp
d`milly doces,doces & bolos,cheapest,sp,d milly doces doces bolos cheapest sp
vila do conde linguiçaria,brasileira,cheapest,sp,vila do conde linguicaria brasileira cheapest sp
sabor da casa- bolo de rolo,doces & bolos,cheapest,sp,sabor da casa bolo de rolo doces bolos cheapest sp
no forno e na chapa,lanches,cheapest,sp,no forno e na chapa lanches cheapest sp
artesanal authentic burguer,lanches,cheapest,sp,artesanal authentic burguer lanches cheapest sp
maia's refeições delivery,brasileira,cheapest,sp,maia s refeicoes delivery brasileira cheapest sp
manalu lanches,lanches,cheapest,sp,manalu lanches lanches cheapest sp
laine bolos caseiros artesanais,doces & bolos,cheapest,sp,laine bolos caseiros artesanais doces bolos cheapest sp
cozinha no quintal,marmita,cheapest,sp,cozinha no quintal marmita cheapest sp
comida da familia,brasileira,cheapest,sp,comida da familia brasileira cheapest sp
nino's dog,lanches,cheapest,sp,nino s dog lanches cheapest sp
tapioca top,brasileira,cheapest,sp,tapioca top brasileira cheapest sp
r.b.bruguer's,lanches,cheapest,sp,r b bruguer s lanches cheapest sp
batata in box,brasileira,cheapest,sp,batata in box brasileira cheapest sp
tom burguer delivery,lanches,cheapest,sp,tom burguer delivery lanches cheapest sp
batata kings,lanches,cheapest,sp,batata kings lanches cheapest sp
hora do dog,lanches,cheapest,sp,hora do dog lanches cheapest sp
é de oya,brasileira,cheapest,sp,e de oya brasileira cheapest sp
mega esfiha - praça 8,pizza,cheapest,sp,mega esfiha praca 8 pizza cheapest sp
coffe burguer,lanches,cheapest,sp,coffe burguer lanches cheapest sp
ricospira queijos e doces artesanais,brasileira,cheapest,sp,ricospira queijos e doces artesanais brasileira cheapest sp
restaurante estudantil,lanches,cheapest,sp,restaurante estudantil lanches cheapest sp
conveniência posto gunji cibele,conveniência,cheapest,sp,conveniencia posto gunji cibele conveniencia cheapest sp
adega do esquilo,bebidas,cheapest,sp,adega do esquilo bebidas cheapest sp
delivery do sabor,doces & bolos,cheapest,sp,delivery do sabor doces bolos cheapest sp
jcsalgados,salgados,cheapest,sp,jcsalgados salgados cheapest sp
acarajé valparaíso,brasileira,cheapest,sp,acaraje valparaiso brasileira cheapest sp
vila deck steakhouse,carnes,cheapest,sp,vila deck steakhouse carnes cheapest sp
salgados e açaí lk,salgados,cheapest,sp,salgados e acai lk salgados cheapest sp
esfhiaria pizzaria restaurante imperio,brasileira,cheapest,sp,esfhiaria pizzaria restaurante imperio brasileira cheapest sp
supremo delivery 🍝🍛🍔🌭,brasileira,cheapest,sp,supremo delivery brasileira cheapest sp
lk lanches,lanches,cheapest,sp,lk lanches lanches cheapest sp
pizza galli,brasileira,cheapest,sp,pizza galli brasileira cheapest sp
pimenta calibrada - cocina mexicana,mexicana,cheapest,sp,pimenta calibrada cocina mexicana mexicana cheapest sp
pizza snuggs,pizza,cheapest,sp,pizza snuggs pizza cheapest sp
restaurante boka loka,marmita,cheapest,sp,restaurante boka loka marmita cheapest sp
veg cakes,doces & bolos,cheapest,sp,veg cakes doces bolos cheapest sp
kéter adega,bebidas,cheapest,sp,keter adega bebidas cheapest sp
açaí das onze,açaí,cheapest,sp,acai das onze acai cheapest sp
i love açai,açaí,cheapest,sp,i love acai acai cheapest sp
duque - cumbica,conveniência,cheapest,sp,duque cumbica conveniencia cheapest sp
pastel kioto,pastel,cheapest,sp,pastel kioto pastel cheapest sp
via verde marmitaria saudável e saboroso,saudável,cheapest,sp,via verde marmitaria saudavel e saboroso saudavel cheapest sp
famiglia rompenzo,italiana,cheapest,sp,famiglia rompenzo italiana cheapest sp
arco iris salgados,salgados,cheapest,sp,arco iris salgados salgados cheapest sp
comon burger,lanches,cheapest,sp,comon burger lanches cheapest sp
churrascaria campos grill,marmita,cheapest,sp,churrascaria campos grill marmita cheapest sp
doces zanioli,doces & bolos,cheapest,sp,doces zanioli doces bolos cheapest sp
lbg restaurante,marmita,cheapest,sp,lbg restaurante marmita cheapest sp
clebinho restaurante,brasileira,cheapest,sp,clebinho restaurante brasileira cheapest sp
la firma pizzas,pizza,cheapest,sp,la firma pizzas pizza cheapest sp
marmitex da ju,marmita,cheapest,sp,marmitex da ju marmita cheapest sp
docinhos da tai,doces & bolos,cheapest,sp,docinhos da tai doces bolos cheapest sp
delícias da faby,lanches,cheapest,sp,delicias da faby lanches cheapest sp
gabriela cravo e canela,tapioca,cheapest,sp,gabriela cravo e canela tapioca cheapest sp
panificadora flor de cumbica ltda,brasileira,cheapest,sp,panificadora flor de cumbica ltda brasileira cheapest sp
gostinho caseiro,brasileira,cheapest,sp,gostinho caseiro brasileira cheapest sp
tapioca do calixto,lanches,cheapest,sp,tapioca do calixto lanches cheapest sp
adega zóio de lula,bebidas,cheapest,sp,adega zoio de lula bebidas cheapest sp
doces de mae,doces & bolos,cheapest,sp,doces de mae doces bolos cheapest sp
dona bella,pizza,cheapest,sp,dona bella pizza cheapest sp
padaria trigo & mel,brasileira,cheapest,sp,padaria trigo mel brasileira cheapest sp
feitos por mim,doces & bolos,cheapest,sp,feitos por mim doces bolos cheapest sp
famiglia cavallini - pasta fresca fatta,italiana,cheapest,sp,famiglia cavallini pasta fresca fatta italiana cheapest sp
você fit comidas artesanais,marmita,cheapest,sp,voce fit comidas artesanais marmita cheapest sp
le1000 supermercado,brasileira,cheapest,sp,le1000 supermercado brasileira cheapest sp
np pastelaria,pastel,cheapest,sp,np pastelaria pastel cheapest sp
mr pizzaria,pizza,cheapest,sp,mr pizzaria pizza cheapest sp
delicinhas da bru,doces & bolos,cheapest,sp,delicinhas da bru doces bolos cheapest sp
013 delivery,japonesa,cheapest,sp,013 delivery japonesa cheapest sp
90's burger ii,lanches,cheapest,sp,90 s burger ii lanches cheapest sp
belle vanille - doces artesanais,doces & bolos,cheapest,sp,belle vanille doces artesanais doces bolos cheapest sp
espaço hause,lanches,cheapest,sp,espaco hause lanches cheapest sp
bar delivery,bebidas,cheapest,sp,bar delivery bebidas cheapest sp
cherry's,brasileira,cheapest,sp,cherry s brasileira cheapest sp
trinity lanches,lanches,cheapest,sp,trinity lanches lanches cheapest sp
ld salgados,salgados,cheapest,sp,ld salgados salgados cheapest sp
simone doces e salgados,doces & bolos,cheapest,sp,simone doces e salgados doces bolos cheapest sp
nog burguer,brasileira,cheapest,sp,nog burguer brasileira cheapest sp
novvita pizzaria,pizza,cheapest,sp,novvita pizzaria pizza cheapest sp
hamburgueria fast hot burger,lanches,cheapest,sp,hamburgueria fast hot burger lanches cheapest sp
tapiocaria da família,salgados,cheapest,sp,tapiocaria da familia salgados cheapest sp
lar brasileiro,salgados,cheapest,sp,lar brasileiro salgados cheapest sp
lillagourmet,doces & bolos,cheapest,sp,lillagourmet doces bolos cheapest sp
pé de fava,marmita,cheapest,sp,pe de fava marmita cheapest sp
gostinho mineiro,marmita,cheapest,sp,gostinho mineiro marmita cheapest sp
salgazitos,salgados,cheapest,sp,salgazitos salgados cheapest sp
trailer da baiana,marmita,cheapest,sp,trailer da baiana marmita cheapest sp
dkbs food,lanches,cheapest,sp,dkbs food lanches cheapest sp
domeni porções e hamburgueria,lanches,cheapest,sp,domeni porcoes e hamburgueria lanches cheapest sp
bem saudável,marmita,cheapest,sp,bem saudavel marmita cheapest sp
dop burguer,lanches,cheapest,sp,dop burguer lanches cheapest sp
cassia doces,doces & bolos,cheapest,sp,cassia doces doces bolos cheapest sp
vena's burguer,lanches,cheapest,sp,vena s burguer lanches cheapest sp
yaki & temaki oriental delivery,japonesa,cheapest,sp,yaki temaki oriental delivery japonesa cheapest sp
need açaí,açaí,cheapest,sp,need acai acai cheapest sp
dolce café boutique,cafeteria,cheapest,sp,dolce cafe boutique cafeteria cheapest sp
sthecandys,brasileira,cheapest,sp,sthecandys brasileira cheapest sp
jujuba's doces no pote,doces & bolos,cheapest,sp,jujuba s doces no pote doces bolos cheapest sp
dona aurora,pizza,cheapest,sp,dona aurora pizza cheapest sp
adega medieval,bebidas,cheapest,sp,adega medieval bebidas cheapest sp
chapa quente,brasileira,cheapest,sp,chapa quente brasileira cheapest sp
wm distribuidora,conveniência,cheapest,sp,wm distribuidora conveniencia cheapest sp
old times burguer,lanches,cheapest,sp,old times burguer lanches cheapest sp
hoje pode!,doces & bolos,cheapest,sp,hoje pode doces bolos cheapest sp
avilagourmet__,doces & bolos,cheapest,sp,avilagourmet doces bolos cheapest sp
amaro mais,marmita,cheapest,sp,amaro mais marmita cheapest sp
tentadoria sobremesas,doces & bolos,cheapest,sp,tentadoria sobremesas doces bolos cheapest sp
cristal day,bebidas,cheapest,sp,cristal day bebidas cheapest sp
cantinho da su,lanches,cheapest,sp,cantinho da su lanches cheapest sp
doceria jely,doces & bolos,cheapest,sp,doceria jely doces bolos cheapest sp
mrs.chocoo,doces & bolos,cheapest,sp,mrs chocoo doces bolos cheapest sp
dus lanches,lanches,cheapest,sp,dus lanches lanches cheapest sp
magê doces,doces & bolos,cheapest,sp,mage doces doces bolos cheapest sp
amor a lua,marmita,cheapest,sp,amor a lua marmita cheapest sp
bar da dila,brasileira,cheapest,sp,bar da dila brasileira cheapest sp
pizzaria rios,brasileira,cheapest,sp,pizzaria rios brasileira cheapest sp
feijoada du mestre,brasileira,cheapest,sp,feijoada du mestre brasileira cheapest sp
figueira burguers,lanches,cheapest,sp,figueira burguers lanches cheapest sp
juu refeição,cozinha rápida,cheapest,sp,juu refeicao cozinha rapida cheapest sp
yeshua lanches,lanches,cheapest,sp,yeshua lanches lanches cheapest sp
pão de queijo paulistano gru,salgados,cheapest,sp,pao de queijo paulistano gru salgados cheapest sp
duquesa pizza,pizza,cheapest,sp,duquesa pizza pizza cheapest sp
lima,marmita,cheapest,sp,lima marmita cheapest sp
point da batata,lanches,cheapest,sp,point da batata lanches cheapest sp
fast burguer,lanches,cheapest,sp,fast burguer lanches cheapest sp
alyne doces,doces & bolos,cheapest,sp,alyne doces doces bolos cheapest sp
mais uma rodada,marmita,cheapest,sp,mais uma rodada marmita cheapest sp
lanchonete ciloan,brasileira,cheapest,sp,lanchonete ciloan brasileira cheapest sp
"e ai, docinhos ?",doces & bolos,cheapest,sp,e ai docinhos doces bolos cheapest sp
flor de farinha,doces & bolos,cheapest,sp,flor de farinha doces bolos cheapest sp
japa home,japonesa,cheapest,sp,japa home japonesa cheapest sp
evolução burguer (hambúrguer artesanal),lanches,cheapest,sp,evolucao burguer hamburguer artesanal lanches cheapest sp
mr sorveteria,sorvetes,cheapest,sp,mr sorveteria sorvetes cheapest sp
frangos em fuga,marmita,cheapest,sp,frangos em fuga marmita cheapest sp
cozinha do surto,doces & bolos,cheapest,sp,cozinha do surto doces bolos cheapest sp
cantinho baiano,marmita,cheapest,sp,cantinho baiano marmita cheapest sp
rasus burguer,hambúrguer,cheapest,sp,rasus burguer hamburguer cheapest sp
billy's sanduíches,lanches,cheapest,sp,billy s sanduiches lanches cheapest sp
confeitaria ana doces,doces & bolos,cheapest,sp,confeitaria ana doces doces bolos cheapest sp
restaurante aqui tem comida boa,variada,cheapest,sp,restaurante aqui tem comida boa variada cheapest sp
quero cacau,doces & bolos,cheapest,sp,quero cacau doces bolos cheapest sp
pancake factory,doces & bolos,cheapest,sp,pancake factory doces bolos cheapest sp
crepes lisboa,crepe,cheapest,sp,crepes lisboa crepe cheapest sp
adega e tabacaria ice gru,bebidas,cheapest,sp,adega e tabacaria ice gru bebidas cheapest sp
marmitaria macambira,brasileira,cheapest,sp,marmitaria macambira brasileira cheapest sp
doce santa,doces & bolos,cheapest,sp,doce santa doces bolos cheapest sp
quitutes no pote,doces & bolos,cheapest,sp,quitutes no pote doces bolos cheapest sp
good taste restaurante,lanches,cheapest,sp,good taste restaurante lanches cheapest sp
delícias da luana,doces & bolos,cheapest,sp,delicias da luana doces bolos cheapest sp
pedacinho do pastel,pastel,cheapest,sp,pedacinho do pastel pastel cheapest sp
cantina black jack,lanches,cheapest,sp,cantina black jack lanches cheapest sp
boca-loka,lanches,cheapest,sp,boca loka lanches cheapest sp
ateliê dona florinda,doces & bolos,cheapest,sp,atelie dona florinda doces bolos cheapest sp
angie lucas açaí,açaí,cheapest,sp,angie lucas acai acai cheapest sp
gosto certo,brasileira,cheapest,sp,gosto certo brasileira cheapest sp
pé no parque - burgers,lanches,cheapest,sp,pe no parque burgers lanches cheapest sp
ragnaroktabacaria,bebidas,cheapest,sp,ragnaroktabacaria bebidas cheapest sp
maranata restaurante,marmita,cheapest,sp,maranata restaurante marmita cheapest sp
bonde mais bambuzinho,marmita,cheapest,sp,bonde mais bambuzinho marmita cheapest sp
marmitaria autêntico sabor,marmita,cheapest,sp,marmitaria autentico sabor marmita cheapest sp
paraiso tropical,marmita,cheapest,sp,paraiso tropical marmita cheapest sp
guarubronx burger,lanches,cheapest,sp,guarubronx burger lanches cheapest sp
dega 70,bebidas,cheapest,sp,dega 70 bebidas cheapest sp
madame grill e pizza,marmita,cheapest,sp,madame grill e pizza marmita cheapest sp
ateliê amora carambola,doces & bolos,cheapest,sp,atelie amora carambola doces bolos cheapest sp
divina tapioca,tapioca,cheapest,sp,divina tapioca tapioca cheapest sp
bar e lanchonete botafogo,marmita,cheapest,sp,bar e lanchonete botafogo marmita cheapest sp
sussu delicias,marmita,cheapest,sp,sussu delicias marmita cheapest sp
vovó olivína - confeitaria,doces & bolos,cheapest,sp,vovo olivina confeitaria doces bolos cheapest sp
restaurante fran,marmita,cheapest,sp,restaurante fran marmita cheapest sp
novo espaço lanches e refeição,brasileira,cheapest,sp,novo espaco lanches e refeicao brasileira cheapest sp
carreira minimercado,brasileira,cheapest,sp,carreira minimercado brasileira cheapest sp
parada obrigatoria,marmita,cheapest,sp,parada obrigatoria marmita cheapest sp
franguinho penha,brasileira,cheapest,sp,franguinho penha brasileira cheapest sp
restaurante nossa senhora aparecida,marmita,cheapest,sp,restaurante nossa senhora aparecida marmita cheapest sp
lanchonete e restaurante bianco,brasileira,cheapest,sp,lanchonete e restaurante bianco brasileira cheapest sp
confraria 627,brasileira,cheapest,sp,confraria 627 brasileira cheapest sp
dulce amor,doces & bolos,cheapest,sp,dulce amor doces bolos cheapest sp
recantos esfihas e beirutes,pizza,cheapest,sp,recantos esfihas e beirutes pizza cheapest sp
nice doceria,padaria,cheapest,sp,nice doceria padaria cheapest sp
chai doces,doces & bolos,cheapest,sp,chai doces doces bolos cheapest sp
tabacaria & adega vp,bebidas,cheapest,sp,tabacaria adega vp bebidas cheapest sp
docinhos da loira,doces & bolos,cheapest,sp,docinhos da loira doces bolos cheapest sp
doce mariana,doces & bolos,cheapest,sp,doce mariana doces bolos cheapest sp
rose bar e restaurante,marmita,cheapest,sp,rose bar e restaurante marmita cheapest sp
pereiras lanches e refeições,marmita,cheapest,sp,pereiras lanches e refeicoes marmita cheapest sp
lanchonete vitoria de guarulhos,brasileira,cheapest,sp,lanchonete vitoria de guarulhos brasileira cheapest sp
santa madocco,doces & bolos,cheapest,sp,santa madocco doces bolos cheapest sp
bolo em rolo,brasileira,cheapest,sp,bolo em rolo brasileira cheapest sp
templários pub burguer,lanches,cheapest,sp,templarios pub burguer lanches cheapest sp
sonhos e sabores,marmita,cheapest,sp,sonhos e sabores marmita cheapest sp
restaurante costela food,marmita,cheapest,sp,restaurante costela food marmita cheapest sp
stop dog 17,lanches,cheapest,sp,stop dog 17 lanches cheapest sp
glacê e salsa,doces & bolos,cheapest,sp,glace e salsa doces bolos cheapest sp
bruschetteria calegari,italiana,cheapest,sp,bruschetteria calegari italiana cheapest sp
brigaderia da glê,doces & bolos,cheapest,sp,brigaderia da gle doces bolos cheapest sp
don gusto tortas doces banoffee,cozinha rápida,cheapest,sp,don gusto tortas doces banoffee cozinha rapida cheapest sp
churrascaria self service 2 irmãos,brasileira,cheapest,sp,churrascaria self service 2 irmaos brasileira cheapest sp
la mafia pastas,marmita,cheapest,sp,la mafia pastas marmita cheapest sp
bella viena,brasileira,cheapest,sp,bella viena brasileira cheapest sp
marmitex comida caseira,marmita,cheapest,sp,marmitex comida caseira marmita cheapest sp
la bolacharia,doces & bolos,cheapest,sp,la bolacharia doces bolos cheapest sp
docebonny,doces & bolos,cheapest,sp,docebonny doces bolos cheapest sp
food truck chef do espetinho,carnes,cheapest,sp,food truck chef do espetinho carnes cheapest sp
corin hamburgueria e pastelaria,lanches,cheapest,sp,corin hamburgueria e pastelaria lanches cheapest sp
villa's restaurante,brasileira,cheapest,sp,villa s restaurante brasileira cheapest sp
ateliê da thah,doces & bolos,cheapest,sp,atelie da thah doces bolos cheapest sp
zé do laço burguer,lanches,cheapest,sp,ze do laco burguer lanches cheapest sp
pizzaria e restaurante novo bambino,brasileira,cheapest,sp,pizzaria e restaurante novo bambino brasileira cheapest sp
marmitex,marmita,cheapest,sp,marmitex marmita cheapest sp
eliethata,pastel,cheapest,sp,eliethata pastel cheapest sp
el patron tabacaria e adega,conveniência,cheapest,sp,el patron tabacaria e adega conveniencia cheapest sp
dg 147 - adega delivery,bebidas,cheapest,sp,dg 147 adega delivery bebidas cheapest sp
empório do mar,frutos do mar,cheapest,sp,emporio do mar frutos do mar cheapest sp
caseirinho bianchi,doces & bolos,cheapest,sp,caseirinho bianchi doces bolos cheapest sp
papá de casa,marmita,cheapest,sp,papa de casa marmita cheapest sp
specially gourmet,doces & bolos,cheapest,sp,specially gourmet doces bolos cheapest sp
carlo's pastel,pastel,cheapest,sp,carlo s pastel pastel cheapest sp
